Code plate-forme;Code gare;Code UIC;Date fin validité plateforme;Intitulé plateforme;Code postal;Code Commune;Commune;Code département;Département;Longitude;Latitude;Segment DRG;Niveau de service;RG;TVSs;SOPs;Gare;Intitulé gare;Intitulé fronton de gare;Gare DRG;Gare étrangère;DTG;Région SNCF;Unité gare;UT;Nbre plateformes;TVS;WGS 84
00234-1;00234;0087755629;;Hyères;83400;069;Hyères;83;Var;6.124223;43.108867;b;2;GARES B PROV ALPES;"[{""TVS_Code"": ""HYE""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Hyères"", ""Alias_Libelle_Fronton"": ""Hyères"", ""AgenceGC_Libelle"": ""DTG Grand Sud"", ""RegionSNCF_Libelle"": ""REGION PROVENCE ALPES COTE D'AZUR"", ""UG_Libelle"": ""UG Régionale PA"", ""UT_Libelle"": ""HYERES GARE""}";Hyères;Hyères;True;False;DTG Grand Sud;REGION PROVENCE ALPES COTE D'AZUR;UG Régionale PA;HYERES GARE;1;HYE;43.108867,6.124223
00252-1;00252;0087753764;;Salon-de-Provence;13300;103;Salon-de-Provence;13;Bouches-du-Rhône;5.088569;43.639061;b;1;GARES B PROV ALPES;"[{""TVS_Code"": ""SON""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Salon-de-Provence"", ""Alias_Libelle_Fronton"": ""Salon"", ""AgenceGC_Libelle"": ""DTG Grand Sud"", ""RegionSNCF_Libelle"": ""REGION PROVENCE ALPES COTE D'AZUR"", ""UG_Libelle"": ""UG Régionale PA"", ""UT_Libelle"": ""SALON GARE""}";Salon-de-Provence;Salon;True;False;DTG Grand Sud;REGION PROVENCE ALPES COTE D'AZUR;UG Régionale PA;SALON GARE;1;SON;43.639061,5.088569
00253-1;00253;0087753731;;Lamanon;13113;049;Lamanon;13;Bouches-du-Rhône;5.0913333;43.6999662;c;1;GARES C PROV ALPES;"[{""TVS_Code"": ""LMN""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Lamanon"", ""Alias_Libelle_Fronton"": ""Lamanon"", ""AgenceGC_Libelle"": ""DTG Grand Sud"", ""RegionSNCF_Libelle"": ""REGION PROVENCE ALPES COTE D'AZUR"", ""UG_Libelle"": ""UG Régionale PA"", ""UT_Libelle"": ""LAMANON GARE""}";Lamanon;Lamanon;True;False;DTG Grand Sud;REGION PROVENCE ALPES COTE D'AZUR;UG Régionale PA;LAMANON GARE;1;LMN;43.6999662,5.0913333
00254-1;00254;0087753715;;Sénas;13560;105;Sénas;13;Bouches-du-Rhône;5.0733645;43.7409571;c;1;GARES C PROV ALPES;"[{""TVS_Code"": ""SUT""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Sénas"", ""Alias_Libelle_Fronton"": ""Sénas"", ""AgenceGC_Libelle"": ""DTG Grand Sud"", ""RegionSNCF_Libelle"": ""REGION PROVENCE ALPES COTE D'AZUR"", ""UG_Libelle"": ""UG Régionale PA"", ""UT_Libelle"": ""SENAS GARE""}";Sénas;Sénas;True;False;DTG Grand Sud;REGION PROVENCE ALPES COTE D'AZUR;UG Régionale PA;SENAS GARE;1;SUT;43.7409571,5.0733645
00259-1;00259;0087753574;;La Redonne Ensuès;13820;033;Ensuès-la-Redonne;13;Bouches-du-Rhône;5.1975675;43.33447;c;1;GARES C PROV ALPES;"[{""TVS_Code"": ""RDS""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""La Redonne Ensuès"", ""Alias_Libelle_Fronton"": ""La Redonne Ensuès"", ""AgenceGC_Libelle"": ""DTG Grand Sud"", ""RegionSNCF_Libelle"": ""REGION PROVENCE ALPES COTE D'AZUR"", ""UG_Libelle"": ""UG Régionale PA"", ""UT_Libelle"": ""LA REDONNE ENSUES P GARE""}";La Redonne Ensuès;La Redonne Ensuès;True;False;DTG Grand Sud;REGION PROVENCE ALPES COTE D'AZUR;UG Régionale PA;LA REDONNE ENSUES P GARE;1;RDS;43.33447,5.1975675
00265-1;00265;0087753459;;Port-de-Bouc;13110;077;Port-de-Bouc;13;Bouches-du-Rhône;4.9846006;43.4071317;c;1;GARES C PROV ALPES;"[{""TVS_Code"": ""PDB""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Port-de-Bouc"", ""Alias_Libelle_Fronton"": ""Port-de-Bouc"", ""AgenceGC_Libelle"": ""DTG Grand Sud"", ""RegionSNCF_Libelle"": ""REGION PROVENCE ALPES COTE D'AZUR"", ""UG_Libelle"": ""UG Régionale PA"", ""UT_Libelle"": ""PORT DE BOUC GARE""}";Port-de-Bouc;Port-de-Bouc;True;False;DTG Grand Sud;REGION PROVENCE ALPES COTE D'AZUR;UG Régionale PA;PORT DE BOUC GARE;1;PDB;43.4071317,4.9846006
00278-1;00278;0087751800;;Septèmes-les-Vallons;13240;106;Septèmes-les-Vallons;13;Bouches-du-Rhône;5.3701756;43.4031137;b;1;GARES C PROV ALPES;"[{""TVS_Code"": ""SEP""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Septèmes-les-Vallons"", ""Alias_Libelle_Fronton"": ""Septèmes"", ""AgenceGC_Libelle"": ""DTG Grand Sud"", ""RegionSNCF_Libelle"": ""REGION PROVENCE ALPES COTE D'AZUR"", ""UG_Libelle"": ""UG Régionale PA"", ""UT_Libelle"": ""SEPTEMES GARE""}";Septèmes-les-Vallons;Septèmes;True;False;DTG Grand Sud;REGION PROVENCE ALPES COTE D'AZUR;UG Régionale PA;SEPTEMES GARE;1;SEP;43.4031137,5.3701756
00292-1;00292;0087751370;;Meyrargues;13650;059;Meyrargues;13;Bouches-du-Rhône;5.5395738;43.6440076;b;1;GARES C PROV ALPES;"[{""TVS_Code"": ""MEY""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Meyrargues"", ""Alias_Libelle_Fronton"": ""Meyrargues"", ""AgenceGC_Libelle"": ""DTG Grand Sud"", ""RegionSNCF_Libelle"": ""REGION PROVENCE ALPES COTE D'AZUR"", ""UG_Libelle"": ""UG Régionale PA"", ""UT_Libelle"": ""MEYRARGUES GARE""}";Meyrargues;Meyrargues;True;False;DTG Grand Sud;REGION PROVENCE ALPES COTE D'AZUR;UG Régionale PA;MEYRARGUES GARE;1;MEY;43.6440076,5.5395738
00294-1;00294;0087751321;;Manosque - Gréoux-les-Bains;04100;112;Manosque;04;Alpes-de-Haute-Provence;5.7933241;43.8231945;b;1;GARES B PROV ALPES;"[{""TVS_Code"": ""MNQ""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Manosque - Gréoux-les-Bains"", ""Alias_Libelle_Fronton"": ""Manosque - Gréoux-les-Bains"", ""AgenceGC_Libelle"": ""DTG Grand Sud"", ""RegionSNCF_Libelle"": ""REGION PROVENCE ALPES COTE D'AZUR"", ""UG_Libelle"": ""UG Régionale PA"", ""UT_Libelle"": ""MANOSQUE GREOUX LES BAINS GARE""}";Manosque - Gréoux-les-Bains;Manosque - Gréoux-les-Bains;True;False;DTG Grand Sud;REGION PROVENCE ALPES COTE D'AZUR;UG Régionale PA;MANOSQUE GREOUX LES BAINS GARE;1;MNQ;43.8231945,5.7933241
00301-1;00301;0087747691;;Moirans La Galifette;38430;239;Moirans;38;Isère;5.565170;45.324154;b;1;GARES B ALPES;"[{""TVS_Code"": ""MFE""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Moirans La Galifette"", ""Alias_Libelle_Fronton"": ""Moirans la Galifette"", ""AgenceGC_Libelle"": ""DTG Centre Est Rhône Alpin"", ""RegionSNCF_Libelle"": ""REGION ALPES"", ""UG_Libelle"": ""UG Alpes"", ""UT_Libelle"": ""MOIRANS LA GALIFETTE HALTE""}";Moirans La Galifette;Moirans la Galifette;True;False;DTG Centre Est Rhône Alpin;REGION ALPES;UG Alpes;MOIRANS LA GALIFETTE HALTE;1;MFE;45.324154,5.56517
00302-1;00302;0087747667;;Lus-la-Croix-Haute;26620;168;Lus-la-Croix-Haute;26;Drôme;5.6973678;44.6709898;c;1;GARES C ALPES;"[{""TVS_Code"": ""LCX""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Lus-la-Croix-Haute"", ""Alias_Libelle_Fronton"": ""Lus-la-Croix-Haute"", ""AgenceGC_Libelle"": ""DTG Centre Est Rhône Alpin"", ""RegionSNCF_Libelle"": ""REGION ALPES"", ""UG_Libelle"": ""UG Alpes"", ""UT_Libelle"": ""LUS LA CROIX HAUTE GARE""}";Lus-la-Croix-Haute;Lus-la-Croix-Haute;True;False;DTG Centre Est Rhône Alpin;REGION ALPES;UG Alpes;LUS LA CROIX HAUTE GARE;1;LCX;44.6709898,5.6973678
00304-1;00304;0087747592;;Monestier-de-Clermont;38650;242;Monestier-de-Clermont;38;Isère;5.6339702;44.911996;c;1;GARES C ALPES;"[{""TVS_Code"": ""MDC""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Monestier-de-Clermont"", ""Alias_Libelle_Fronton"": ""Monestier-de-Clermont"", ""AgenceGC_Libelle"": ""DTG Centre Est Rhône Alpin"", ""RegionSNCF_Libelle"": ""REGION ALPES"", ""UG_Libelle"": ""UG Alpes"", ""UT_Libelle"": ""MONESTIER DE CLERMONT GARE""}";Monestier-de-Clermont;Monestier-de-Clermont;True;False;DTG Centre Est Rhône Alpin;REGION ALPES;UG Alpes;MONESTIER DE CLERMONT GARE;1;MDC;44.911996,5.6339702
00305-1;00305;0087747576;;Vif;38450;545;Vif;38;Isère;5.6854542;45.0476532;c;1;GARES C ALPES;"[{""TVS_Code"": ""VIF""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Vif"", ""Alias_Libelle_Fronton"": ""Vif"", ""AgenceGC_Libelle"": ""DTG Centre Est Rhône Alpin"", ""RegionSNCF_Libelle"": ""REGION ALPES"", ""UG_Libelle"": ""UG Alpes"", ""UT_Libelle"": ""VIF GARE""}";Vif;Vif;True;False;DTG Centre Est Rhône Alpin;REGION ALPES;UG Alpes;VIF GARE;1;VIF;45.0476532,5.6854542
00311-1;00311;0087747451;;Brignoud;38190;547;Villard-Bonnot;38;Isère;5.901472;45.262450;b;1;GARES B ALPES;"[{""TVS_Code"": ""BNU""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Brignoud"", ""Alias_Libelle_Fronton"": ""Brignoud"", ""AgenceGC_Libelle"": ""DTG Centre Est Rhône Alpin"", ""RegionSNCF_Libelle"": ""REGION ALPES"", ""UG_Libelle"": ""UG Alpes"", ""UT_Libelle"": ""BRIGNOUD GARE""}";Brignoud;Brignoud;True;False;DTG Centre Est Rhône Alpin;REGION ALPES;UG Alpes;BRIGNOUD GARE;1;BNU;45.26245,5.901472
00315-1;00315;0087747337;;Voreppe;38340;565;Voreppe;38;Isère;5.632119;45.290417;b;1;GARES B ALPES;"[{""TVS_Code"": ""VPE""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Voreppe"", ""Alias_Libelle_Fronton"": ""Voreppe"", ""AgenceGC_Libelle"": ""DTG Centre Est Rhône Alpin"", ""RegionSNCF_Libelle"": ""REGION ALPES"", ""UG_Libelle"": ""UG Alpes"", ""UT_Libelle"": ""VOREPPE GARE""}";Voreppe;Voreppe;True;False;DTG Centre Est Rhône Alpin;REGION ALPES;UG Alpes;VOREPPE GARE;1;VPE;45.290417,5.632119
00327-1;00327;0087746867;;Montroc le Planet;74660;056;Chamonix-Mont-Blanc;74;Haute-Savoie;6.9345425;45.996415;c;1;GARES C ALPES;"[{""TVS_Code"": ""MKZ""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Montroc le Planet"", ""Alias_Libelle_Fronton"": ""Montroc le Planet"", ""AgenceGC_Libelle"": ""DTG Centre Est Rhône Alpin"", ""RegionSNCF_Libelle"": ""REGION ALPES"", ""UG_Libelle"": ""UG Etablissement Mont Blanc"", ""UT_Libelle"": ""MONTROC LE PLANET GARE""}";Montroc le Planet;Montroc le Planet;True;False;DTG Centre Est Rhône Alpin;REGION ALPES;UG Etablissement Mont Blanc;MONTROC LE PLANET GARE;1;MKZ;45.996415,6.9345425
00329-1;00329;0087746842;;La Joux;74400;056;Chamonix-Mont-Blanc;74;Haute-Savoie;6.910179;45.9657075;c;1;GARES C ALPES;"[{""TVS_Code"": ""JOO""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""La Joux"", ""Alias_Libelle_Fronton"": ""La Joux"", ""AgenceGC_Libelle"": ""DTG Centre Est Rhône Alpin"", ""RegionSNCF_Libelle"": ""REGION ALPES"", ""UG_Libelle"": ""UG Etablissement Mont Blanc"", ""UT_Libelle"": ""LA JOUX (HTE SAVOIE) HALTE""}";La Joux;La Joux;True;False;DTG Centre Est Rhône Alpin;REGION ALPES;UG Etablissement Mont Blanc;LA JOUX (HTE SAVOIE) HALTE;1;JOO;45.9657075,6.910179
00337-1;00337;0087746743;;Les Houches;74310;143;Houches;74;Haute-Savoie;6.796924;45.8935639;c;1;GARES C ALPES;"[{""TVS_Code"": ""HOU""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Les Houches"", ""Alias_Libelle_Fronton"": ""Les Houches"", ""AgenceGC_Libelle"": ""DTG Centre Est Rhône Alpin"", ""RegionSNCF_Libelle"": ""REGION ALPES"", ""UG_Libelle"": ""UG Etablissement Mont Blanc"", ""UT_Libelle"": ""LES HOUCHES GARE""}";Les Houches;Les Houches;True;False;DTG Centre Est Rhône Alpin;REGION ALPES;UG Etablissement Mont Blanc;LES HOUCHES GARE;1;HOU;45.8935639,6.796924
00339-1;00339;0087746727;;Vaudagne;74310;143;Houches;74;Haute-Savoie;6.7726673;45.9088517;c;1;GARES C ALPES;"[{""TVS_Code"": ""VUD""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Vaudagne"", ""Alias_Libelle_Fronton"": ""Vaudagne"", ""AgenceGC_Libelle"": ""DTG Centre Est Rhône Alpin"", ""RegionSNCF_Libelle"": ""REGION ALPES"", ""UG_Libelle"": ""UG Etablissement Mont Blanc"", ""UT_Libelle"": ""VAUDAGNE HALTE""}";Vaudagne;Vaudagne;True;False;DTG Centre Est Rhône Alpin;REGION ALPES;UG Etablissement Mont Blanc;VAUDAGNE HALTE;1;VUD;45.9088517,6.7726673
00348-1;00348;0087746339;;Bonneville;74130;042;Bonneville;74;Haute-Savoie;6.416524;46.077772;b;1;GARES B ALPES;"[{""TVS_Code"": ""BON""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Bonneville"", ""Alias_Libelle_Fronton"": ""Bonneville"", ""AgenceGC_Libelle"": ""DTG Centre Est Rhône Alpin"", ""RegionSNCF_Libelle"": ""REGION ALPES"", ""UG_Libelle"": ""UG Alpes"", ""UT_Libelle"": ""BONNEVILLE P GARE""}";Bonneville;Bonneville;True;False;DTG Centre Est Rhône Alpin;REGION ALPES;UG Alpes;BONNEVILLE P GARE;1;BON;46.077772,6.416524
00351-1;00351;0087746248;;Groisy - Thorens-Glières;74570;137;Groisy;74;Haute-Savoie;6.17568;46.0111205;c;1;GARES C ALPES;"[{""TVS_Code"": ""GTC""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Groisy - Thorens-Glières"", ""Alias_Libelle_Fronton"": ""Groisy - Thorens - La Caille"", ""AgenceGC_Libelle"": ""DTG Centre Est Rhône Alpin"", ""RegionSNCF_Libelle"": ""REGION ALPES"", ""UG_Libelle"": ""UG Alpes"", ""UT_Libelle"": ""GROISY THORENS LA CAILLE GARE""}";Groisy - Thorens-Glières;Groisy - Thorens - La Caille;True;False;DTG Centre Est Rhône Alpin;REGION ALPES;UG Alpes;GROISY THORENS LA CAILLE GARE;1;GTC;46.0111205,6.17568
00353-1;00353;0087746206;;Pringy;74370;010;Annecy;74;Haute-Savoie;6.1232736;45.9395239;c;1;GARES C ALPES;"[{""TVS_Code"": ""PGY""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Pringy"", ""Alias_Libelle_Fronton"": ""Pringy"", ""AgenceGC_Libelle"": ""DTG Centre Est Rhône Alpin"", ""RegionSNCF_Libelle"": ""REGION ALPES"", ""UG_Libelle"": ""UG Alpes"", ""UT_Libelle"": ""PRINGY (HAUTE SAVOIE) GARE""}";Pringy;Pringy;True;False;DTG Centre Est Rhône Alpin;REGION ALPES;UG Alpes;PRINGY (HAUTE SAVOIE) GARE;1;PGY;45.9395239,6.1232736
00359-1;00359;0087745679;;Évian-les-Bains;74500;119;Évian-les-Bains;74;Haute-Savoie;6.577457;46.397915;b;1;GARES B ALPES;"[{""TVS_Code"": ""EVI""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Évian-les-Bains"", ""Alias_Libelle_Fronton"": ""Évian-les-Bains"", ""AgenceGC_Libelle"": ""DTG Centre Est Rhône Alpin"", ""RegionSNCF_Libelle"": ""REGION ALPES"", ""UG_Libelle"": ""UG Alpes"", ""UT_Libelle"": ""EVIAN LES BAINS P GARE""}";Évian-les-Bains;Évian-les-Bains;True;False;DTG Centre Est Rhône Alpin;REGION ALPES;UG Alpes;EVIAN LES BAINS P GARE;1;EVI;46.397915,6.577457
00360-1;00360;0087745646;;Thonon-les-Bains;74200;281;Thonon-les-Bains;74;Haute-Savoie;6.481669;46.369004;b;1;GARES B ALPES;"[{""TVS_Code"": ""THO""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Thonon-les-Bains"", ""Alias_Libelle_Fronton"": ""Thonon-les-Bains"", ""AgenceGC_Libelle"": ""DTG Centre Est Rhône Alpin"", ""RegionSNCF_Libelle"": ""REGION ALPES"", ""UG_Libelle"": ""UG Alpes"", ""UT_Libelle"": ""THONON LES BAINS GARE""}";Thonon-les-Bains;Thonon-les-Bains;True;False;DTG Centre Est Rhône Alpin;REGION ALPES;UG Alpes;THONON LES BAINS GARE;1;THO;46.369004,6.481669
00364-1;00364;0087745497;;Annemasse;74100;012;Annemasse;74;Haute-Savoie;6.236520;46.199222;b;2;GARES B ALPES;"[{""TVS_Code"": ""ANE""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Annemasse"", ""Alias_Libelle_Fronton"": ""Annemasse"", ""AgenceGC_Libelle"": ""DTG Centre Est Rhône Alpin"", ""RegionSNCF_Libelle"": ""REGION ALPES"", ""UG_Libelle"": ""UG Alpes"", ""UT_Libelle"": ""ANNEMASSE P GARE""}";Annemasse;Annemasse;True;False;DTG Centre Est Rhône Alpin;REGION ALPES;UG Alpes;ANNEMASSE P GARE;1;ANE;46.199222,6.23652
00366-1;00366;0087745414;;Valleiry;74520;288;Valleiry;74;Haute-Savoie;5.96735;46.1092875;c;1;GARES C ALPES;"[{""TVS_Code"": ""VEY""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Valleiry"", ""Alias_Libelle_Fronton"": ""Valleiry"", ""AgenceGC_Libelle"": ""DTG Centre Est Rhône Alpin"", ""RegionSNCF_Libelle"": ""REGION ALPES"", ""UG_Libelle"": ""UG Alpes"", ""UT_Libelle"": ""VALLEIRY GARE""}";Valleiry;Valleiry;True;False;DTG Centre Est Rhône Alpin;REGION ALPES;UG Alpes;VALLEIRY GARE;1;VEY;46.1092875,5.96735
00368-1;00368;0087745000;;Bellegarde-sur-Valserine;01200;033;Bellegarde-sur-Valserine;01;Ain;5.823483;46.109425;b;2;GARES B ALPES;"[{""TVS_Code"": ""BGD""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Bellegarde-sur-Valserine"", ""Alias_Libelle_Fronton"": ""Bellegarde"", ""AgenceGC_Libelle"": ""DTG Centre Est Rhône Alpin"", ""RegionSNCF_Libelle"": ""REGION ALPES"", ""UG_Libelle"": ""UG Alpes"", ""UT_Libelle"": ""BELLEGARDE (AIN) GARE""}";Bellegarde-sur-Valserine;Bellegarde;True;False;DTG Centre Est Rhône Alpin;REGION ALPES;UG Alpes;BELLEGARDE (AIN) GARE;1;BGD;46.109425,5.823483
00380-1;00380;0087743302;;Ceyzériat;01250;072;Ceyzériat;01;Ain;5.3258417;46.1834877;c;1;GARES C ALPES;"[{""TVS_Code"": ""CZR""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Ceyzériat"", ""Alias_Libelle_Fronton"": ""Ceyzériat"", ""AgenceGC_Libelle"": ""DTG Centre Est Rhône Alpin"", ""RegionSNCF_Libelle"": ""REGION ALPES"", ""UG_Libelle"": ""UG Alpes"", ""UT_Libelle"": ""CEYZERIAT GARE""}";Ceyzériat;Ceyzériat;True;False;DTG Centre Est Rhône Alpin;REGION ALPES;UG Alpes;CEYZERIAT GARE;1;CZR;46.1834877,5.3258417
00382-1;00382;0087743120;;Pont-d'Ain;01160;304;Pont-d'Ain;01;Ain;5.3343285;46.053961;c;1;GARES C ALPES;"[{""TVS_Code"": ""PDA""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Pont-d'Ain"", ""Alias_Libelle_Fronton"": ""Pont-d'Ain"", ""AgenceGC_Libelle"": ""DTG Centre Est Rhône Alpin"", ""RegionSNCF_Libelle"": ""REGION ALPES"", ""UG_Libelle"": ""UG Alpes"", ""UT_Libelle"": ""PONT D AIN GARE""}";Pont-d'Ain;Pont-d'Ain;True;False;DTG Centre Est Rhône Alpin;REGION ALPES;UG Alpes;PONT D AIN GARE;1;PDA;46.053961,5.3343285
00388-1;00388;0087742007;;Modane;73500;157;Modane;73;Savoie;6.658161;45.193365;b;1;GARES B ALPES;"[{""TVS_Code"": ""MOD""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Modane"", ""Alias_Libelle_Fronton"": ""Modane"", ""AgenceGC_Libelle"": ""DTG Centre Est Rhône Alpin"", ""RegionSNCF_Libelle"": ""REGION ALPES"", ""UG_Libelle"": ""UG Alpes"", ""UT_Libelle"": ""MODANE COMMUNAUTE P GARE""}";Modane;Modane;True;False;DTG Centre Est Rhône Alpin;REGION ALPES;UG Alpes;MODANE COMMUNAUTE P GARE;1;MOD;45.193365,6.658161
00400-1;00400;0087741470;;Le Pont-de-Beauvoisin;38480;315;Pont-de-Beauvoisin;38;Isère;5.680772;45.524636;b;1;GARES B ALPES;"[{""TVS_Code"": ""POB""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Le Pont-de-Beauvoisin"", ""Alias_Libelle_Fronton"": ""Pont-de-Beauvoisin"", ""AgenceGC_Libelle"": ""DTG Centre Est Rhône Alpin"", ""RegionSNCF_Libelle"": ""REGION ALPES"", ""UG_Libelle"": ""UG Alpes"", ""UT_Libelle"": ""PONT DE BEAUVOISIN GARE""}";Le Pont-de-Beauvoisin;Pont-de-Beauvoisin;True;False;DTG Centre Est Rhône Alpin;REGION ALPES;UG Alpes;PONT DE BEAUVOISIN GARE;1;POB;45.524636,5.680772
00406-1;00406;0087741280;;Épierre - Saint-Léger;73220;109;Épierre;73;Savoie;6.292521;45.457027;c;1;GARES C ALPES;"[{""TVS_Code"": ""MEE""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Épierre - Saint-Léger"", ""Alias_Libelle_Fronton"": ""Épierre - Saint-Léger"", ""AgenceGC_Libelle"": ""DTG Centre Est Rhône Alpin"", ""RegionSNCF_Libelle"": ""REGION ALPES"", ""UG_Libelle"": ""UG Alpes"", ""UT_Libelle"": ""EPIERRE GARE""}";Épierre - Saint-Léger;Épierre - Saint-Léger;True;False;DTG Centre Est Rhône Alpin;REGION ALPES;UG Alpes;EPIERRE GARE;1;MEE;45.457027,6.292521
00416-1;00416;0087741009;;Chambéry - Challes-les-Eaux;73010;065;Chambéry;73;Savoie;5.919547;45.571302;a;2;GARE CHAMBERY CHALLES LES EAUX;"[{""TVS_Code"": ""CRL""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Chambéry - Challes-les-Eaux"", ""Alias_Libelle_Fronton"": ""Chambéry - Challes-les-Eaux"", ""AgenceGC_Libelle"": ""DTG Centre Est Rhône Alpin"", ""RegionSNCF_Libelle"": ""REGION ALPES"", ""UG_Libelle"": ""UG Alpes"", ""UT_Libelle"": ""CHAMBERY CHALLES LES EAUX GARE""}";Chambéry - Challes-les-Eaux;Chambéry - Challes-les-Eaux;True;False;DTG Centre Est Rhône Alpin;REGION ALPES;UG Alpes;CHAMBERY CHALLES LES EAUX GARE;1;CRL;45.571302,5.919547
00417-1;00417;0087734871;;Massiac - Blesle;15500;119;Massiac;15;Cantal;3.1965518;45.2537695;c;1;GARES C AUVERGNE;"[{""TVS_Code"": ""MIA""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Massiac - Blesle"", ""Alias_Libelle_Fronton"": ""Massiac - Blesle"", ""AgenceGC_Libelle"": ""DTG Centre Est Rhône Alpin"", ""RegionSNCF_Libelle"": ""REGION AUVERGNE"", ""UG_Libelle"": ""UG Auvergne"", ""UT_Libelle"": ""MASSIAC GARE""}";Massiac - Blesle;Massiac - Blesle;True;False;DTG Centre Est Rhône Alpin;REGION AUVERGNE;UG Auvergne;MASSIAC GARE;1;MIA;45.2537695,3.1965518
