Code plate-forme;Code gare;Code UIC;Date fin validité plateforme;Intitulé plateforme;Code postal;Code Commune;Commune;Code département;Département;Longitude;Latitude;Segment DRG;Niveau de service;RG;TVSs;SOPs;Gare;Intitulé gare;Intitulé fronton de gare;Gare DRG;Gare étrangère;DTG;Région SNCF;Unité gare;UT;Nbre plateformes;TVS;WGS 84
02226-1;02226;0087317230;;Auchy-lès-Hesdin;62770;050;Auchy-lès-Hesdin;62;Pas-de-Calais;2.1022448;50.3963631;c;1;GARES C NORD PAS DE CALAIS;"[{""TVS_Code"": ""AHH""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Auchy-lès-Hesdin"", ""Alias_Libelle_Fronton"": ""Auchy-lès-Hesdin"", ""AgenceGC_Libelle"": ""DTG Hauts de France - Normandie"", ""RegionSNCF_Libelle"": ""REGION NORD PAS DE CALAIS"", ""UG_Libelle"": ""UG Nord Pas de Calais"", ""UT_Libelle"": ""AUCHY LES HESDIN HALTE""}";Auchy-lès-Hesdin;Auchy-lès-Hesdin;True;False;DTG Hauts de France - Normandie;REGION NORD PAS DE CALAIS;UG Nord Pas de Calais;AUCHY LES HESDIN HALTE;1;AHH;50.3963631,2.1022448
02234-1;02234;0087317107;;Hesdigneul-lès-Boulogne;62196;446;Hesdigneul-lès-Boulogne;62;Pas-de-Calais;1.6669967;50.6609475;c;1;GARES C NORD PAS DE CALAIS;"[{""TVS_Code"": ""HES""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Hesdigneul-lès-Boulogne"", ""Alias_Libelle_Fronton"": ""Hesdigneul"", ""AgenceGC_Libelle"": ""DTG Hauts de France - Normandie"", ""RegionSNCF_Libelle"": ""REGION NORD PAS DE CALAIS"", ""UG_Libelle"": ""UG Nord Pas de Calais"", ""UT_Libelle"": ""HESDIGNEUL HALTE""}";Hesdigneul-lès-Boulogne;Hesdigneul;True;False;DTG Hauts de France - Normandie;REGION NORD PAS DE CALAIS;UG Nord Pas de Calais;HESDIGNEUL HALTE;1;HES;50.6609475,1.6669967
02235-1;02235;0087317099;;Neufchâtel-Hardelot;62152;604;Neufchâtel-Hardelot;62;Pas-de-Calais;1.643115;50.62364;c;1;GARES C NORD PAS DE CALAIS;"[{""TVS_Code"": ""NHA""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Neufchâtel-Hardelot"", ""Alias_Libelle_Fronton"": ""Neufchâtel-Hardelot"", ""AgenceGC_Libelle"": ""DTG Hauts de France - Normandie"", ""RegionSNCF_Libelle"": ""REGION NORD PAS DE CALAIS"", ""UG_Libelle"": ""UG Nord Pas de Calais"", ""UT_Libelle"": ""NEUFCHATEL HARDELOT PLAGE P HALTE""}";Neufchâtel-Hardelot;Neufchâtel-Hardelot;True;False;DTG Hauts de France - Normandie;REGION NORD PAS DE CALAIS;UG Nord Pas de Calais;NEUFCHATEL HARDELOT PLAGE P HALTE;1;NHA;50.62364,1.643115
02243-1;02243;0087316687;;Le Haut Banc;62250;329;Ferques;62;Pas-de-Calais;1.7722209;50.8163364;c;1;GARES C NORD PAS DE CALAIS;"[{""TVS_Code"": ""HTB""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Le Haut Banc"", ""Alias_Libelle_Fronton"": ""Le Haut Banc"", ""AgenceGC_Libelle"": ""DTG Hauts de France - Normandie"", ""RegionSNCF_Libelle"": ""REGION NORD PAS DE CALAIS"", ""UG_Libelle"": ""UG Nord Pas de Calais"", ""UT_Libelle"": ""LE HAUT BANC P HALTE""}";Le Haut Banc;Le Haut Banc;True;False;DTG Hauts de France - Normandie;REGION NORD PAS DE CALAIS;UG Nord Pas de Calais;LE HAUT BANC P HALTE;1;HTB;50.8163364,1.7722209
02252-1;02252;0087316125;;Thézy-Glimont;80110;752;Thézy-Glimont;80;Somme;2.435931;49.8118528;c;1;GARES C PICARDIE;"[{""TVS_Code"": ""TZY""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Thézy-Glimont"", ""Alias_Libelle_Fronton"": ""Thézy-Glimont"", ""AgenceGC_Libelle"": ""DTG Hauts de France - Normandie"", ""RegionSNCF_Libelle"": ""REGION PICARDIE"", ""UG_Libelle"": ""UG Picardie"", ""UT_Libelle"": ""THEZY GLIMONT GARE""}";Thézy-Glimont;Thézy-Glimont;True;False;DTG Hauts de France - Normandie;REGION PICARDIE;UG Picardie;THEZY GLIMONT GARE;1;TZY;49.8118528,2.435931
02258-1;02258;0087315044;;Daours;80800;234;Daours;80;Somme;2.4590533;49.899267;c;1;GARES C PICARDIE;"[{""TVS_Code"": ""DAO""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Daours"", ""Alias_Libelle_Fronton"": ""Daours"", ""AgenceGC_Libelle"": ""DTG Hauts de France - Normandie"", ""RegionSNCF_Libelle"": ""REGION PICARDIE"", ""UG_Libelle"": ""UG Picardie"", ""UT_Libelle"": ""DAOURS HALTE""}";Daours;Daours;True;False;DTG Hauts de France - Normandie;REGION PICARDIE;UG Picardie;DAOURS HALTE;1;DAO;49.899267,2.4590533
02259-1;02259;0087313882;;Haute Picardie TGV;80200;002;Ablaincourt-Pressoir;80;Somme;2.831900;49.859182;a;2;GARE TGV HAUTE PICARDIE;"[{""TVS_Code"": ""HPI""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Haute Picardie TGV"", ""Alias_Libelle_Fronton"": ""Haute Picardie TGV"", ""AgenceGC_Libelle"": ""DTG Hauts de France - Normandie"", ""RegionSNCF_Libelle"": ""REGION NORD PAS DE CALAIS"", ""UG_Libelle"": ""UG Picardie"", ""UT_Libelle"": ""HAUTE PICARDIE P GARE TGVN""}";Haute Picardie TGV;Haute Picardie TGV;True;False;DTG Hauts de France - Normandie;REGION NORD PAS DE CALAIS;UG Picardie;HAUTE PICARDIE P GARE TGVN;1;HPI;49.859182,2.8319
02263-1;02263;0087313817;;Longroy - Gamaches;76260;394;Longroy;76;Seine-Maritime;1.5526598;49.9818917;c;1;GARES C HAUTE NORMANDIE;"[{""TVS_Code"": ""LOG""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Longroy - Gamaches"", ""Alias_Libelle_Fronton"": ""Longroy - Gamaches"", ""AgenceGC_Libelle"": ""DTG Hauts de France - Normandie"", ""RegionSNCF_Libelle"": ""REGION PICARDIE"", ""UG_Libelle"": ""UG Normandie"", ""UT_Libelle"": ""LONGROY GAMACHES GARE""}";Longroy - Gamaches;Longroy - Gamaches;True;False;DTG Hauts de France - Normandie;REGION PICARDIE;UG Normandie;LONGROY GAMACHES GARE;1;LOG;49.9818917,1.5526598
02268-1;02268;0087313734;;Grandvilliers;60210;286;Grandvilliers;60;Oise;1.9384836;49.6593779;c;1;GARES C PICARDIE;"[{""TVS_Code"": ""GAR""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Grandvilliers"", ""Alias_Libelle_Fronton"": ""Grandvilliers"", ""AgenceGC_Libelle"": ""DTG Hauts de France - Normandie"", ""RegionSNCF_Libelle"": ""REGION PICARDIE"", ""UG_Libelle"": ""UG Picardie"", ""UT_Libelle"": ""GRANDVILLIERS P GARE""}";Grandvilliers;Grandvilliers;True;False;DTG Hauts de France - Normandie;REGION PICARDIE;UG Picardie;GRANDVILLIERS P GARE;1;GAR;49.6593779,1.9384836
02271-1;02271;0087313700;;Milly-sur-Thérain;60112;403;Milly-sur-Thérain;60;Oise;1.988233;49.5035256;c;1;GARES C PICARDIE;"[{""TVS_Code"": ""MYH""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Milly-sur-Thérain"", ""Alias_Libelle_Fronton"": ""Milly-sur-Thérain"", ""AgenceGC_Libelle"": ""DTG Hauts de France - Normandie"", ""RegionSNCF_Libelle"": ""REGION DE PARIS-NORD"", ""UG_Libelle"": ""UG Picardie"", ""UT_Libelle"": ""MILLY SUR THERAIN GARE""}";Milly-sur-Thérain;Milly-sur-Thérain;True;False;DTG Hauts de France - Normandie;REGION DE PARIS-NORD;UG Picardie;MILLY SUR THERAIN GARE;1;MYH;49.5035256,1.988233
02275-1;02275;0087313668;;Méru;60110;395;Méru;60;Oise;2.13254;49.23233;b;1;GARES B PICARDIE;"[{""TVS_Code"": ""MRU""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Méru"", ""Alias_Libelle_Fronton"": ""Méru"", ""AgenceGC_Libelle"": ""DTG Hauts de France - Normandie"", ""RegionSNCF_Libelle"": ""REGION DE PARIS-NORD"", ""UG_Libelle"": ""UG Picardie"", ""UT_Libelle"": ""MERU GARE""}";Méru;Méru;True;False;DTG Hauts de France - Normandie;REGION DE PARIS-NORD;UG Picardie;MERU GARE;1;MRU;49.23233,2.13254
02278-1;02278;0087313585;;Hermes - Berthecourt;60370;065;Berthecourt;60;Oise;2.2416554;49.3544055;c;1;GARES C PICARDIE;"[{""TVS_Code"": ""HRB""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Hermes - Berthecourt"", ""Alias_Libelle_Fronton"": ""Hermes - Berthecourt"", ""AgenceGC_Libelle"": ""DTG Hauts de France - Normandie"", ""RegionSNCF_Libelle"": ""REGION DE PARIS-NORD"", ""UG_Libelle"": ""UG Picardie"", ""UT_Libelle"": ""HERMES BERTHECOURT P GARE""}";Hermes - Berthecourt;Hermes - Berthecourt;True;False;DTG Hauts de France - Normandie;REGION DE PARIS-NORD;UG Picardie;HERMES BERTHECOURT P GARE;1;HRB;49.3544055,2.2416554
02279-1;02279;0087313577;;Mouy - Bury;60250;439;Mouy;60;Oise;2.32635;49.32045;b;1;GARES B PICARDIE;"[{""TVS_Code"": ""MUY""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Mouy - Bury"", ""Alias_Libelle_Fronton"": ""Mouy - Bury"", ""AgenceGC_Libelle"": ""DTG Hauts de France - Normandie"", ""RegionSNCF_Libelle"": ""REGION DE PARIS-NORD"", ""UG_Libelle"": ""UG Picardie"", ""UT_Libelle"": ""MOUY BURY P GARE""}";Mouy - Bury;Mouy - Bury;True;False;DTG Hauts de France - Normandie;REGION DE PARIS-NORD;UG Picardie;MOUY BURY P GARE;1;MUY;49.32045,2.32635
02293-1;02293;0087313379;;Namps - Quevauvillers;80710;582;Namps-Maisnil;80;Somme;2.1053184;49.8082274;c;1;GARES C PICARDIE;"[{""TVS_Code"": ""NAQ""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Namps - Quevauvillers"", ""Alias_Libelle_Fronton"": ""Namps - Quevauvillers"", ""AgenceGC_Libelle"": ""DTG Hauts de France - Normandie"", ""RegionSNCF_Libelle"": ""REGION PICARDIE"", ""UG_Libelle"": ""UG Picardie"", ""UT_Libelle"": ""NAMPS QUEVAUVILLERS GARE""}";Namps - Quevauvillers;Namps - Quevauvillers;True;False;DTG Hauts de France - Normandie;REGION PICARDIE;UG Picardie;NAMPS QUEVAUVILLERS GARE;1;NAQ;49.8082274,2.1053184
02300-1;02300;0087313288;;Saint-Remy-en-l'Eau;60130;595;Saint-Remy-en-l'Eau;60;Oise;2.4258609;49.4681726;c;1;GARES C PICARDIE;"[{""TVS_Code"": ""RLE""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Saint-Remy-en-l'Eau"", ""Alias_Libelle_Fronton"": ""Saint-Remy-en-l'Eau"", ""AgenceGC_Libelle"": ""DTG Hauts de France - Normandie"", ""RegionSNCF_Libelle"": ""REGION DE PARIS-NORD"", ""UG_Libelle"": ""UG Picardie"", ""UT_Libelle"": ""SAINT REMY EN L EAU GARE""}";Saint-Remy-en-l'Eau;Saint-Remy-en-l'Eau;True;False;DTG Hauts de France - Normandie;REGION DE PARIS-NORD;UG Picardie;SAINT REMY EN L EAU GARE;1;RLE;49.4681726,2.4258609
02304-1;02304;0087313239;;La Faloise;80250;299;Faloise;80;Somme;2.3485813;49.696527;c;1;GARES C PICARDIE;"[{""TVS_Code"": ""FLO""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""La Faloise"", ""Alias_Libelle_Fronton"": ""La Faloise"", ""AgenceGC_Libelle"": ""DTG Hauts de France - Normandie"", ""RegionSNCF_Libelle"": ""REGION PICARDIE"", ""UG_Libelle"": ""UG Picardie"", ""UT_Libelle"": ""LA FALOISE GARE""}";La Faloise;La Faloise;True;False;DTG Hauts de France - Normandie;REGION PICARDIE;UG Picardie;LA FALOISE GARE;1;FLO;49.696527,2.3485813
02313-1;02313;0087313072;;Albert;80300;016;Albert;80;Somme;2.64453;50.00546;b;1;GARES B PICARDIE;"[{""TVS_Code"": ""ALJ""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Albert"", ""Alias_Libelle_Fronton"": ""Albert"", ""AgenceGC_Libelle"": ""DTG Hauts de France - Normandie"", ""RegionSNCF_Libelle"": ""REGION PICARDIE"", ""UG_Libelle"": ""UG Picardie"", ""UT_Libelle"": ""ALBERT GARE""}";Albert;Albert;True;False;DTG Hauts de France - Normandie;REGION PICARDIE;UG Picardie;ALBERT GARE;1;ALJ;50.00546,2.64453
02316-1;02316;0087313049;;Longueau;80330;489;Longueau;80;Somme;2.35215;49.86344;b;2;GARES B PICARDIE;"[{""TVS_Code"": ""LUA""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Longueau"", ""Alias_Libelle_Fronton"": ""Longueau"", ""AgenceGC_Libelle"": ""DTG Hauts de France - Normandie"", ""RegionSNCF_Libelle"": ""REGION PICARDIE"", ""UG_Libelle"": ""UG Picardie"", ""UT_Libelle"": ""LONGUEAU P GARE""}";Longueau;Longueau;True;False;DTG Hauts de France - Normandie;REGION PICARDIE;UG Picardie;LONGUEAU P GARE;1;LUA;49.86344,2.35215
02317-1;02317;0087303875;;Ingersheim Cité Scolaire;68040;155;Ingersheim;68;Haut-Rhin;7.2976143;48.0888721;c;1;GARES C ALSACE;"[{""TVS_Code"": ""IMC""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Ingersheim Cité Scolaire"", ""Alias_Libelle_Fronton"": ""Ingersheim Cité Scolaire"", ""AgenceGC_Libelle"": ""DTG Grand Est"", ""RegionSNCF_Libelle"": ""REGION ALSACE"", ""UG_Libelle"": ""UG Alsace"", ""UT_Libelle"": null}";Ingersheim Cité Scolaire;Ingersheim Cité Scolaire;True;False;DTG Grand Est;REGION ALSACE;UG Alsace;;1;IMC;48.0888721,7.2976143
02319-1;02319;0087300822;;Belfort - Montbéliard TGV;90400;068;Meroux;90;Territoire de Belfort;6.897687;47.585937;a;2;GARE BELFORT MONTBELIARD TGV;"[{""TVS_Code"": ""BFB""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Belfort - Montbéliard TGV"", ""Alias_Libelle_Fronton"": ""Belfort - Montbéliard TGV"", ""AgenceGC_Libelle"": ""DTG Centre Est Rhône Alpin"", ""RegionSNCF_Libelle"": ""REGION LORRAINE"", ""UG_Libelle"": ""UG Franche-Comté"", ""UT_Libelle"": ""BELFORT - MONTBELIARD TGV P GARE""}";Belfort - Montbéliard TGV;Belfort - Montbéliard TGV;True;False;DTG Centre Est Rhône Alpin;REGION LORRAINE;UG Franche-Comté;BELFORT - MONTBELIARD TGV P GARE;1;BFB;47.585937,6.897687
02325-1;02325;0087297150;;Voyenne;02250;827;Voyenne;02;Aisne;3.7202555;49.7260708;c;1;GARES C PICARDIE;"[{""TVS_Code"": ""VYS""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Voyenne"", ""Alias_Libelle_Fronton"": ""Voyenne"", ""AgenceGC_Libelle"": ""DTG Hauts de France - Normandie"", ""RegionSNCF_Libelle"": ""REGION PICARDIE"", ""UG_Libelle"": ""UG Picardie"", ""UT_Libelle"": ""VOYENNE GARE""}";Voyenne;Voyenne;True;False;DTG Hauts de France - Normandie;REGION PICARDIE;UG Picardie;VOYENNE GARE;1;VYS;49.7260708,3.7202555
02326-1;02326;0087297143;;Dercy - Froidmont;02270;261;Dercy;02;Aisne;3.6918473;49.7025404;c;1;GARES C PICARDIE;"[{""TVS_Code"": ""DER""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Dercy - Froidmont"", ""Alias_Libelle_Fronton"": ""Dercy - Froidmont"", ""AgenceGC_Libelle"": ""DTG Hauts de France - Normandie"", ""RegionSNCF_Libelle"": ""REGION PICARDIE"", ""UG_Libelle"": ""UG Picardie"", ""UT_Libelle"": ""DERCY FROIDMONT HALTE""}";Dercy - Froidmont;Dercy - Froidmont;True;False;DTG Hauts de France - Normandie;REGION PICARDIE;UG Picardie;DERCY FROIDMONT HALTE;1;DER;49.7025404,3.6918473
02333-1;02333;0087296616;;Chauny;02300;173;Chauny;02;Aisne;3.22354;49.61119;b;2;GARES B PICARDIE;"[{""TVS_Code"": ""CNY""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Chauny"", ""Alias_Libelle_Fronton"": ""Chauny"", ""AgenceGC_Libelle"": ""DTG Hauts de France - Normandie"", ""RegionSNCF_Libelle"": ""REGION PICARDIE"", ""UG_Libelle"": ""UG Picardie"", ""UT_Libelle"": ""CHAUNY GARE""}";Chauny;Chauny;True;False;DTG Hauts de France - Normandie;REGION PICARDIE;UG Picardie;CHAUNY GARE;1;CNY;49.61119,3.22354
02336-1;02336;0087296459;;Appilly;60400;021;Appilly;60;Oise;3.1221903;49.5808826;c;1;GARES C PICARDIE;"[{""TVS_Code"": ""APP""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Appilly"", ""Alias_Libelle_Fronton"": ""Appilly"", ""AgenceGC_Libelle"": ""DTG Hauts de France - Normandie"", ""RegionSNCF_Libelle"": ""REGION PICARDIE"", ""UG_Libelle"": ""UG Picardie"", ""UT_Libelle"": ""APPILLY GARE""}";Appilly;Appilly;True;False;DTG Hauts de France - Normandie;REGION PICARDIE;UG Picardie;APPILLY GARE;1;APP;49.5808826,3.1221903
02346-1;02346;0087296129;;Vervins;02140;789;Vervins;02;Aisne;3.8936313;49.8299236;c;1;GARES C PICARDIE;"[{""TVS_Code"": ""VEV""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Vervins"", ""Alias_Libelle_Fronton"": ""Vervins"", ""AgenceGC_Libelle"": ""DTG Hauts de France - Normandie"", ""RegionSNCF_Libelle"": ""REGION PICARDIE"", ""UG_Libelle"": ""UG Picardie"", ""UT_Libelle"": ""VERVINS GARE""}";Vervins;Vervins;True;False;DTG Hauts de France - Normandie;REGION PICARDIE;UG Picardie;VERVINS GARE;1;VEV;49.8299236,3.8936313
02356-1;02356;0087295709;;Sains-du-Nord;59177;525;Sains-du-Nord;59;Nord;4.0016955;50.0889485;c;1;GARES C NORD PAS DE CALAIS;"[{""TVS_Code"": ""SAW""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Sains-du-Nord"", ""Alias_Libelle_Fronton"": ""Sains-du-Nord"", ""AgenceGC_Libelle"": ""DTG Hauts de France - Normandie"", ""RegionSNCF_Libelle"": ""REGION NORD PAS DE CALAIS"", ""UG_Libelle"": ""UG Nord Pas de Calais"", ""UT_Libelle"": ""SAINS DU NORD GARE""}";Sains-du-Nord;Sains-du-Nord;True;False;DTG Hauts de France - Normandie;REGION NORD PAS DE CALAIS;UG Nord Pas de Calais;SAINS DU NORD GARE;1;SAW;50.0889485,4.0016955
02358-1;02358;0087295642;;Landrecies;59550;331;Landrecies;59;Nord;3.681997;50.1283138;c;1;GARES C NORD PAS DE CALAIS;"[{""TVS_Code"": ""LNR""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Landrecies"", ""Alias_Libelle_Fronton"": ""Landrecies"", ""AgenceGC_Libelle"": ""DTG Hauts de France - Normandie"", ""RegionSNCF_Libelle"": ""REGION NORD PAS DE CALAIS"", ""UG_Libelle"": ""UG Nord Pas de Calais"", ""UT_Libelle"": ""LANDRECIES GARE""}";Landrecies;Landrecies;True;False;DTG Hauts de France - Normandie;REGION NORD PAS DE CALAIS;UG Nord Pas de Calais;LANDRECIES GARE;1;LNR;50.1283138,3.681997
02362-1;02362;0087295535;;Louvroil;59720;365;Louvroil;59;Nord;3.9535768;50.2683469;c;1;GARES C NORD PAS DE CALAIS;"[{""TVS_Code"": ""LWF""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Louvroil"", ""Alias_Libelle_Fronton"": ""Louvroil"", ""AgenceGC_Libelle"": ""DTG Hauts de France - Normandie"", ""RegionSNCF_Libelle"": ""REGION NORD PAS DE CALAIS"", ""UG_Libelle"": ""UG Nord Pas de Calais"", ""UT_Libelle"": ""SOUS LE BOIS P HALTE""}";Louvroil;Louvroil;True;False;DTG Hauts de France - Normandie;REGION NORD PAS DE CALAIS;UG Nord Pas de Calais;SOUS LE BOIS P HALTE;1;LWF;50.2683469,3.9535768
02381-1;02381;0087287128;;Mont de Terre;59000;350;Lille;59;Nord;3.0966031;50.6176672;c;1;GARES C NORD PAS DE CALAIS;"[{""TVS_Code"": ""MXT""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Mont de Terre"", ""Alias_Libelle_Fronton"": ""Mont de Terre"", ""AgenceGC_Libelle"": ""DTG Hauts de France - Normandie"", ""RegionSNCF_Libelle"": ""REGION NORD PAS DE CALAIS"", ""UG_Libelle"": ""UG Nord Pas de Calais"", ""UT_Libelle"": ""CHAMP DE MARS P GARE""}";Mont de Terre;Mont de Terre;True;False;DTG Hauts de France - Normandie;REGION NORD PAS DE CALAIS;UG Nord Pas de Calais;CHAMP DE MARS P GARE;1;MXT;50.6176672,3.0966031
02385-1;02385;0087286856;;Annappes;59650;009;Villeneuve-d'Ascq;59;Nord;3.1475351;50.6227708;c;1;GARES C NORD PAS DE CALAIS;"[{""TVS_Code"": ""ANP""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Annappes"", ""Alias_Libelle_Fronton"": ""Annappes"", ""AgenceGC_Libelle"": ""DTG Hauts de France - Normandie"", ""RegionSNCF_Libelle"": ""REGION NORD PAS DE CALAIS"", ""UG_Libelle"": ""UG Nord Pas de Calais"", ""UT_Libelle"": ""ASCQ GARE""}";Annappes;Annappes;True;False;DTG Hauts de France - Normandie;REGION NORD PAS DE CALAIS;UG Nord Pas de Calais;ASCQ GARE;1;ANP;50.6227708,3.1475351
02393-1;02393;0087286716;;Croix - Wasquehal;59170;646;Wasquehal;59;Nord;3.1380315;50.6785574;c;1;GARES C NORD PAS DE CALAIS;"[{""TVS_Code"": ""CRW""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Croix - Wasquehal"", ""Alias_Libelle_Fronton"": ""Croix - Wasquehal"", ""AgenceGC_Libelle"": ""DTG Hauts de France - Normandie"", ""RegionSNCF_Libelle"": ""REGION NORD PAS DE CALAIS"", ""UG_Libelle"": ""UG Nord Pas de Calais"", ""UT_Libelle"": ""CROIX WASQUEHAL P GARE""}";Croix - Wasquehal;Croix - Wasquehal;True;False;DTG Hauts de France - Normandie;REGION NORD PAS DE CALAIS;UG Nord Pas de Calais;CROIX WASQUEHAL P GARE;1;CRW;50.6785574,3.1380315
02396-1;02396;0087286609;;Nomain;59310;435;Nomain;59;Nord;3.2063499;50.5023744;c;1;GARES C NORD PAS DE CALAIS;"[{""TVS_Code"": ""NOM""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Nomain"", ""Alias_Libelle_Fronton"": ""Nomain"", ""AgenceGC_Libelle"": ""DTG Hauts de France - Normandie"", ""RegionSNCF_Libelle"": ""REGION NORD PAS DE CALAIS"", ""UG_Libelle"": ""UG Nord Pas de Calais"", ""UT_Libelle"": ""NOMAIN HALTE""}";Nomain;Nomain;True;False;DTG Hauts de France - Normandie;REGION NORD PAS DE CALAIS;UG Nord Pas de Calais;NOMAIN HALTE;1;NOM;50.5023744,3.2063499
02397-1;02397;0087286583;;Orchies;59310;449;Orchies;59;Nord;3.24888;50.47705;b;2;GARES B NORD PAS DE CALAIS;"[{""TVS_Code"": ""ORC""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Orchies"", ""Alias_Libelle_Fronton"": ""Orchies"", ""AgenceGC_Libelle"": ""DTG Hauts de France - Normandie"", ""RegionSNCF_Libelle"": ""REGION NORD PAS DE CALAIS"", ""UG_Libelle"": ""UG Nord Pas de Calais"", ""UT_Libelle"": ""ORCHIES GARE""}";Orchies;Orchies;True;False;DTG Hauts de France - Normandie;REGION NORD PAS DE CALAIS;UG Nord Pas de Calais;ORCHIES GARE;1;ORC;50.47705,3.24888
02404-1;02404;0087286500;;Phalempin;59133;462;Phalempin;59;Nord;3.01990;50.51540;b;1;GARES B NORD PAS DE CALAIS;"[{""TVS_Code"": ""PHA""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Phalempin"", ""Alias_Libelle_Fronton"": ""Phalempin"", ""AgenceGC_Libelle"": ""DTG Hauts de France - Normandie"", ""RegionSNCF_Libelle"": ""REGION NORD PAS DE CALAIS"", ""UG_Libelle"": ""UG Nord Pas de Calais"", ""UT_Libelle"": ""PHALEMPIN GARE""}";Phalempin;Phalempin;True;False;DTG Hauts de France - Normandie;REGION NORD PAS DE CALAIS;UG Nord Pas de Calais;PHALEMPIN GARE;1;PHA;50.5154,3.0199
